sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,customer_id,payment,order_date,delivery_date,product_ID,product_type,product_name,size,colour,price,quantity_y,description,customer_name,gender,age,home_address,zip_code,city,state,country,status,age_group,month
2259,458,319,109,3,327,757,13142,2021-10-21,2021-11-10,319,Shirt,Mandarin Collar,XL,red,108,64,"A red coloured, XL sized, Mandarin Collar Shirt",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2260,459,595,112,2,224,853,24079,2021-06-18,2021-07-06,595,Jacket,Cardigan,XS,red,118,51,"A red coloured, XS sized, Cardigan Jacket",Brenden Roast,Genderfluid,54,614 Cooper RunSuite 917,8343,Siennabury,New South Wales,Australia,Active,Adults,2021-06
2261,459,752,109,2,218,853,24079,2021-06-18,2021-07-06,752,Jacket,Peacoat,M,green,102,49,"A green coloured, M sized, Peacoat Jacket",Brenden Roast,Genderfluid,54,614 Cooper RunSuite 917,8343,Siennabury,New South Wales,Australia,Active,Adults,2021-06
2262,459,35,104,1,104,853,24079,2021-06-18,2021-07-06,35,Shirt,Dress,XS,red,119,63,"A red coloured, XS sized, Dress Shirt",Brenden Roast,Genderfluid,54,614 Cooper RunSuite 917,8343,Siennabury,New South Wales,Australia,Active,Adults,2021-06
2263,459,613,112,2,224,853,24079,2021-06-18,2021-07-06,613,Jacket,Cardigan,L,green,118,63,"A green coloured, L sized, Cardigan Jacket",Brenden Roast,Genderfluid,54,614 Cooper RunSuite 917,8343,Siennabury,New South Wales,Australia,Active,Adults,2021-06
2264,459,535,98,1,98,853,24079,2021-06-18,2021-07-06,535,Jacket,Leather,XS,yellow,113,73,"A yellow coloured, XS sized, Leather Jacket",Brenden Roast,Genderfluid,54,614 Cooper RunSuite 917,8343,Siennabury,New South Wales,Australia,Active,Adults,2021-06
2265,460,447,107,2,214,250,29924,2021-06-07,2021-06-17,447,Jacket,Denim,M,indigo,92,52,"A indigo coloured, M sized, Denim Jacket",Lavina Dartnell,Polygender,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,Active,Youth,2021-06
2266,460,967,97,1,97,250,29924,2021-06-07,2021-06-17,967,Trousers,Slim-Fit,M,blue,119,75,"A blue coloured, M sized, Slim-Fit Trousers",Lavina Dartnell,Polygender,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,Active,Youth,2021-06
2267,460,422,107,2,214,250,29924,2021-06-07,2021-06-17,422,Jacket,Denim,M,red,92,43,"A red coloured, M sized, Denim Jacket",Lavina Dartnell,Polygender,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,Active,Youth,2021-06
2268,461,13,96,1,96,244,53553,2021-02-14,2021-02-19,13,Shirt,Oxford Cloth,L,yellow,114,75,"A yellow coloured, L sized, Oxford Cloth Shirt",Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,Adults,2021-02
2269,461,1072,93,1,93,244,53553,2021-02-14,2021-02-19,1072,Trousers,Joggers,M,blue,94,78,"A blue coloured, M sized, Joggers Trousers",Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,Adults,2021-02
2270,461,835,117,3,351,244,53553,2021-02-14,2021-02-19,835,Jacket,Shearling,XS,violet,95,75,"A violet coloured, XS sized, Shearling Jacket",Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,Adults,2021-02
2271,461,688,113,2,226,244,53553,2021-02-14,2021-02-19,688,Jacket,Parka,L,blue,119,61,"A blue coloured, L sized, Parka Jacket",Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,Adults,2021-02
2272,461,1096,115,2,230,244,53553,2021-02-14,2021-02-19,1096,Trousers,Cropped,S,yellow,99,65,"A yellow coloured, S sized, Cropped Trousers",Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,Adults,2021-02
2273,461,944,96,2,192,244,53553,2021-02-14,2021-02-19,944,Trousers,Drawstring,XL,violet,104,80,"A violet coloured, XL sized, Drawstring Trousers",Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,Active,Adults,2021-02
2274,462,778,91,2,182,769,44429,2021-01-31,2021-02-20,778,Jacket,Pullover,L,orange,114,56,"A orange coloured, L sized, Pullover Jacket",Sigmund Bothen,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth,2021-01
2275,462,493,102,3,306,769,44429,2021-01-31,2021-02-20,493,Jacket,Windbreaker,L,red,109,40,"A red coloured, L sized, Windbreaker Jacket",Sigmund Bothen,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth,2021-01
2276,462,1083,93,3,279,769,44429,2021-01-31,2021-02-20,1083,Trousers,Joggers,L,violet,94,60,"A violet coloured, L sized, Joggers Trousers",Sigmund Bothen,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth,2021-01
2277,462,262,95,3,285,769,44429,2021-01-31,2021-02-20,262,Shirt,Polo,M,green,117,62,"A green coloured, M sized, Polo Shirt",Sigmund Bothen,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth,2021-01
2278,462,1203,105,1,105,769,44429,2021-01-31,2021-02-20,1203,Trousers,Pleated,L,yellow,90,62,"A yellow coloured, L sized, Pleated Trousers",Sigmund Bothen,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth,2021-01
2279,462,205,98,1,98,769,44429,2021-01-31,2021-02-20,205,Shirt,Camp Collared,XS,violet,112,72,"A violet coloured, XS sized, Camp Collared Shirt",Sigmund Bothen,Male,21,1621 Marcus MeadowApt. 603,8190,West Grace,Australian Capital Territory,Australia,Active,Youth,2021-01
2280,463,92,118,2,236,641,19206,2021-03-16,2021-04-09,92,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt",Zebulon Rousel,Agender,62,87 Cruickshank Estate DrApt. 374,5934,Hamishview,New South Wales,Australia,Active,Seniors,2021-03
2281,463,986,106,3,318,641,19206,2021-03-16,2021-04-09,986,Trousers,Wool,S,orange,111,59,"A orange coloured, S sized, Wool Trousers",Zebulon Rousel,Agender,62,87 Cruickshank Estate DrApt. 374,5934,Hamishview,New South Wales,Australia,Active,Seniors,2021-03
2282,463,729,119,1,119,641,19206,2021-03-16,2021-04-09,729,Jacket,Trench Coat,XL,indigo,112,64,"A indigo coloured, XL sized, Trench Coat Jacket",Zebulon Rousel,Agender,62,87 Cruickshank Estate DrApt. 374,5934,Hamishview,New South Wales,Australia,Active,Seniors,2021-03
2283,463,456,118,3,354,641,19206,2021-03-16,2021-04-09,456,Jacket,Puffer,S,red,110,62,"A red coloured, S sized, Puffer Jacket",Zebulon Rousel,Agender,62,87 Cruickshank Estate DrApt. 374,5934,Hamishview,New South Wales,Australia,Active,Seniors,2021-03
2284,463,864,113,3,339,641,19206,2021-03-16,2021-04-09,864,Trousers,Chinos,XL,blue,100,48,"A blue coloured, XL sized, Chinos Trousers",Zebulon Rousel,Agender,62,87 Cruickshank Estate DrApt. 374,5934,Hamishview,New South Wales,Australia,Active,Seniors,2021-03
2285,464,1235,112,1,112,103,26925,2021-06-29,2021-07-25,1235,Trousers,Tracksuit Bottoms,XS,yellow,91,76,"A yellow coloured, XS sized, Tracksuit Bottoms Trousers",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2286,464,498,102,2,204,103,26925,2021-06-29,2021-07-25,498,Jacket,Windbreaker,L,orange,109,68,"A orange coloured, L sized, Windbreaker Jacket",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2287,464,495,102,3,306,103,26925,2021-06-29,2021-07-25,495,Jacket,Windbreaker,XS,orange,109,70,"A orange coloured, XS sized, Windbreaker Jacket",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2288,464,18,96,3,288,103,26925,2021-06-29,2021-07-25,18,Shirt,Oxford Cloth,L,green,114,52,"A green coloured, L sized, Oxford Cloth Shirt",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2289,464,263,95,2,190,103,26925,2021-06-29,2021-07-25,263,Shirt,Polo,L,green,117,68,"A green coloured, L sized, Polo Shirt",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2290,464,205,98,3,294,103,26925,2021-06-29,2021-07-25,205,Shirt,Camp Collared,XS,violet,112,72,"A violet coloured, XS sized, Camp Collared Shirt",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2291,464,691,113,3,339,103,26925,2021-06-29,2021-07-25,691,Jacket,Parka,S,indigo,119,53,"A indigo coloured, S sized, Parka Jacket",Monica Teodorski,Bigender,77,100 Stokes ParkwayApt. 307,2603,South Nathan,South Australia,Australia,Active,Seniors,2021-06
2292,465,1118,115,3,345,7,48935,2021-05-21,2021-05-23,1118,Trousers,Cropped,L,violet,99,40,"A violet coloured, L sized, Cropped Trousers",Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,Active,Seniors,2021-05
2293,465,1259,112,2,224,7,48935,2021-05-21,2021-05-23,1259,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,Active,Seniors,2021-05
2294,465,811,117,1,117,7,48935,2021-05-21,2021-05-23,811,Jacket,Shearling,S,orange,95,53,"A orange coloured, S sized, Shearling Jacket",Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,Active,Seniors,2021-05
2295,465,408,119,1,119,7,48935,2021-05-21,2021-05-23,408,Shirt,Casual Slim Fit,L,blue,113,75,"A blue coloured, L sized, Casual Slim Fit Shirt",Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,Active,Seniors,2021-05
2296,465,1010,106,2,212,7,48935,2021-05-21,2021-05-23,1010,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers",Winslow Ewbanck,Bigender,76,92 Hills Station StApt. 683,793,Masonfurt,Queensland,Australia,Active,Seniors,2021-05
2297,466,1188,99,1,99,628,11363,2021-06-10,2021-07-05,1188,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",Frayda Simonini,Non-binary,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors,2021-06
2298,466,733,119,3,357,628,11363,2021-06-10,2021-07-05,733,Jacket,Trench Coat,L,violet,112,76,"A violet coloured, L sized, Trench Coat Jacket",Frayda Simonini,Non-binary,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors,2021-06
2299,466,718,119,1,119,628,11363,2021-06-10,2021-07-05,718,Jacket,Trench Coat,L,green,112,73,"A green coloured, L sized, Trench Coat Jacket",Frayda Simonini,Non-binary,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors,2021-06
2300,466,1157,99,1,99,628,11363,2021-06-10,2021-07-05,1157,Trousers,High-Waisted,M,red,98,59,"A red coloured, M sized, High-Waisted Trousers",Frayda Simonini,Non-binary,75,774 Christiansen StreetSuite 261,2197,West Sophie,Northern Territory,Australia,Active,Seniors,2021-06
2301,467,356,94,1,94,102,23636,2021-02-24,2021-03-10,356,Shirt,Henley,S,orange,92,46,"A orange coloured, S sized, Henley Shirt",Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,Active,Adults,2021-02
2302,467,1152,102,1,102,102,23636,2021-02-24,2021-03-10,1152,Trousers,Cargo Pants,M,violet,106,58,"A violet coloured, M sized, Cargo Pants Trousers",Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,Active,Adults,2021-02
2303,467,1210,105,3,315,102,23636,2021-02-24,2021-03-10,1210,Trousers,Pleated,XS,blue,90,62,"A blue coloured, XS sized, Pleated Trousers",Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,Active,Adults,2021-02
2304,467,694,113,1,113,102,23636,2021-02-24,2021-03-10,694,Jacket,Parka,XL,indigo,119,78,"A indigo coloured, XL sized, Parka Jacket",Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,Active,Adults,2021-02
2305,467,979,97,1,97,102,23636,2021-02-24,2021-03-10,979,Trousers,Slim-Fit,XL,violet,119,48,"A violet coloured, XL sized, Slim-Fit Trousers",Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,Active,Adults,2021-02
2306,467,625,112,3,336,102,23636,2021-02-24,2021-03-10,625,Jacket,Cardigan,XS,violet,118,40,"A violet coloured, XS sized, Cardigan Jacket",Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,Active,Adults,2021-02
2307,468,287,105,1,105,238,56092,2021-04-15,2021-04-17,287,Shirt,Cuban Collar,M,orange,93,49,"A orange coloured, M sized, Cuban Collar Shirt",Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,Active,Adults,2021-04
2308,468,365,94,1,94,238,56092,2021-04-15,2021-04-17,365,Shirt,Henley,XS,green,92,61,"A green coloured, XS sized, Henley Shirt",Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,Active,Adults,2021-04
2309,468,242,106,2,212,238,56092,2021-04-15,2021-04-17,242,Shirt,Chambray,M,violet,105,72,"A violet coloured, M sized, Chambray Shirt",Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,Active,Adults,2021-04
2310,468,331,109,3,327,238,56092,2021-04-15,2021-04-17,331,Shirt,Mandarin Collar,S,green,108,74,"A green coloured, S sized, Mandarin Collar Shirt",Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,Active,Adults,2021-04
2311,468,171,91,1,91,238,56092,2021-04-15,2021-04-17,171,Shirt,Linen,S,violet,116,44,"A violet coloured, S sized, Linen Shirt",Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,Active,Adults,2021-04
2312,468,940,96,1,96,238,56092,2021-04-15,2021-04-17,940,Trousers,Drawstring,XS,violet,104,62,"A violet coloured, XS sized, Drawstring Trousers",Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,Active,Adults,2021-04
2313,469,312,105,2,210,907,25333,2021-04-27,2021-05-04,312,Shirt,Cuban Collar,M,violet,93,67,"A violet coloured, M sized, Cuban Collar Shirt",Aindrea Franzetti,Female,43,13 Ivy TerraceSuite 494,628,North Caitlin,South Australia,Australia,Active,Adults,2021-04
2314,470,918,96,3,288,810,18707,2021-09-11,2021-10-04,918,Trousers,Drawstring,L,orange,104,54,"A orange coloured, L sized, Drawstring Trousers",Charles Duffitt,Non-binary,21,93 Anna TerraceSuite 700,2355,South Maxland,Australian Capital Territory,Australia,Active,Youth,2021-09
2315,470,1095,115,2,230,810,18707,2021-09-11,2021-10-04,1095,Trousers,Cropped,XS,yellow,99,41,"A yellow coloured, XS sized, Cropped Trousers",Charles Duffitt,Non-binary,21,93 Anna TerraceSuite 700,2355,South Maxland,Australian Capital Territory,Australia,Active,Youth,2021-09
2316,471,775,91,3,273,282,56849,2021-07-08,2021-07-10,775,Jacket,Pullover,XS,orange,114,79,"A orange coloured, XS sized, Pullover Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults,2021-07
2317,471,689,113,2,226,282,56849,2021-07-08,2021-07-10,689,Jacket,Parka,XL,blue,119,47,"A blue coloured, XL sized, Parka Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults,2021-07
2318,471,589,100,3,300,282,56849,2021-07-08,2021-07-10,589,Jacket,Bomber,XL,indigo,90,50,"A indigo coloured, XL sized, Bomber Jacket",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults,2021-07
2319,471,376,94,3,282,282,56849,2021-07-08,2021-07-10,376,Shirt,Henley,S,indigo,92,45,"A indigo coloured, S sized, Henley Shirt",Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,Active,Adults,2021-07
2320,472,34,96,3,288,85,44735,2021-07-15,2021-07-29,34,Shirt,Oxford Cloth,XL,violet,114,54,"A violet coloured, XL sized, Oxford Cloth Shirt",Cornie Virr,Genderqueer,27,41 Feeney ParkwaySuite 074,4401,East Chelsea,Northern Territory,Australia,Active,Adults,2021-07
2321,472,716,119,3,357,85,44735,2021-07-15,2021-07-29,716,Jacket,Trench Coat,S,green,112,53,"A green coloured, S sized, Trench Coat Jacket",Cornie Virr,Genderqueer,27,41 Feeney ParkwaySuite 074,4401,East Chelsea,Northern Territory,Australia,Active,Adults,2021-07
2322,472,1207,105,3,315,85,44735,2021-07-15,2021-07-29,1207,Trousers,Pleated,M,green,90,41,"A green coloured, M sized, Pleated Trousers",Cornie Virr,Genderqueer,27,41 Feeney ParkwaySuite 074,4401,East Chelsea,Northern Territory,Australia,Active,Adults,2021-07
2323,472,886,94,2,188,85,44735,2021-07-15,2021-07-29,886,Trousers,Cords,S,yellow,113,68,"A yellow coloured, S sized, Cords Trousers",Cornie Virr,Genderqueer,27,41 Feeney ParkwaySuite 074,4401,East Chelsea,Northern Territory,Australia,Active,Adults,2021-07
2324,472,511,102,2,204,85,44735,2021-07-15,2021-07-29,511,Jacket,Windbreaker,S,blue,109,41,"A blue coloured, S sized, Windbreaker Jacket",Cornie Virr,Genderqueer,27,41 Feeney ParkwaySuite 074,4401,East Chelsea,Northern Territory,Australia,Active,Adults,2021-07
2325,472,46,104,3,312,85,44735,2021-07-15,2021-07-29,46,Shirt,Dress,S,yellow,119,56,"A yellow coloured, S sized, Dress Shirt",Cornie Virr,Genderqueer,27,41 Feeney ParkwaySuite 074,4401,East Chelsea,Northern Territory,Australia,Active,Adults,2021-07
2326,473,104,118,2,236,61,36137,2021-05-19,2021-06-12,104,Shirt,Flannel,XL,violet,96,43,"A violet coloured, XL sized, Flannel Shirt",Lin Avraam,Genderqueer,65,00 Zachary AvenueApt. 781,4358,Samuelland,South Australia,Australia,Active,Seniors,2021-05
2327,474,114,92,1,92,571,17401,2021-08-19,2021-09-09,114,Shirt,Denim,XL,orange,115,67,"A orange coloured, XL sized, Denim Shirt",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2328,474,728,119,3,357,571,17401,2021-08-19,2021-09-09,728,Jacket,Trench Coat,L,indigo,112,71,"A indigo coloured, L sized, Trench Coat Jacket",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2329,474,89,118,1,118,571,17401,2021-08-19,2021-09-09,89,Shirt,Flannel,XL,green,96,77,"A green coloured, XL sized, Flannel Shirt",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2330,474,1069,93,1,93,571,17401,2021-08-19,2021-09-09,1069,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2331,474,229,106,1,106,571,17401,2021-08-19,2021-09-09,229,Shirt,Chambray,XL,green,105,58,"A green coloured, XL sized, Chambray Shirt",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2332,474,988,106,1,106,571,17401,2021-08-19,2021-09-09,988,Trousers,Wool,L,orange,111,56,"A orange coloured, L sized, Wool Trousers",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2333,474,724,119,2,238,571,17401,2021-08-19,2021-09-09,724,Jacket,Trench Coat,XL,blue,112,69,"A blue coloured, XL sized, Trench Coat Jacket",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2334,474,184,98,1,98,571,17401,2021-08-19,2021-09-09,184,Shirt,Camp Collared,XL,orange,112,48,"A orange coloured, XL sized, Camp Collared Shirt",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2335,474,1154,102,2,204,571,17401,2021-08-19,2021-09-09,1154,Trousers,Cargo Pants,XL,violet,106,77,"A violet coloured, XL sized, Cargo Pants Trousers",Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,Youth,2021-08
2336,475,1204,105,2,210,696,36229,2021-05-27,2021-06-01,1204,Trousers,Pleated,XL,yellow,90,52,"A yellow coloured, XL sized, Pleated Trousers",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2337,475,1149,102,1,102,696,36229,2021-05-27,2021-06-01,1149,Trousers,Cargo Pants,XL,indigo,106,64,"A indigo coloured, XL sized, Cargo Pants Trousers",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2338,475,1250,112,1,112,696,36229,2021-05-27,2021-06-01,1250,Trousers,Tracksuit Bottoms,XS,indigo,91,63,"A indigo coloured, XS sized, Tracksuit Bottoms Trousers",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2339,475,630,93,2,186,696,36229,2021-05-27,2021-06-01,630,Jacket,Coach,XS,red,115,71,"A red coloured, XS sized, Coach Jacket",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2340,475,722,119,1,119,696,36229,2021-05-27,2021-06-01,722,Jacket,Trench Coat,M,blue,112,46,"A blue coloured, M sized, Trench Coat Jacket",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2341,475,1035,90,2,180,696,36229,2021-05-27,2021-06-01,1035,Trousers,Relaxed Leg,XS,blue,95,54,"A blue coloured, XS sized, Relaxed Leg Trousers",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2342,475,113,92,2,184,696,36229,2021-05-27,2021-06-01,113,Shirt,Denim,L,orange,115,45,"A orange coloured, L sized, Denim Shirt",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2343,475,97,118,2,236,696,36229,2021-05-27,2021-06-01,97,Shirt,Flannel,M,indigo,96,69,"A indigo coloured, M sized, Flannel Shirt",Miner Craddock,Non-binary,38,8353 Bruen ParkwayApt. 455,5325,Callummouth,Australian Capital Territory,Australia,Active,Adults,2021-05
2344,476,368,94,2,188,757,42157,2021-10-07,2021-11-02,368,Shirt,Henley,L,green,92,41,"A green coloured, L sized, Henley Shirt",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2345,476,253,95,1,95,757,42157,2021-10-07,2021-11-02,253,Shirt,Polo,L,orange,117,63,"A orange coloured, L sized, Polo Shirt",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2346,476,651,93,3,279,757,42157,2021-10-07,2021-11-02,651,Jacket,Coach,S,blue,115,47,"A blue coloured, S sized, Coach Jacket",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2347,476,696,113,2,226,757,42157,2021-10-07,2021-11-02,696,Jacket,Parka,S,violet,119,67,"A violet coloured, S sized, Parka Jacket",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2348,476,400,119,2,238,757,42157,2021-10-07,2021-11-02,400,Shirt,Casual Slim Fit,XS,green,113,69,"A green coloured, XS sized, Casual Slim Fit Shirt",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2349,476,982,106,3,318,757,42157,2021-10-07,2021-11-02,982,Trousers,Wool,M,red,111,58,"A red coloured, M sized, Wool Trousers",Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,4773,East Xavier,New South Wales,Australia,Active,Adults,2021-10
2350,477,1023,90,2,180,97,37504,2021-06-20,2021-06-26,1023,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,Active,Adults,2021-06
2351,477,826,117,1,117,97,37504,2021-06-20,2021-06-26,826,Jacket,Shearling,S,blue,95,72,"A blue coloured, S sized, Shearling Jacket",Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,Active,Adults,2021-06
2352,477,208,98,2,196,97,37504,2021-06-20,2021-06-26,208,Shirt,Camp Collared,L,violet,112,42,"A violet coloured, L sized, Camp Collared Shirt",Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,Active,Adults,2021-06
2353,477,680,113,1,113,97,37504,2021-06-20,2021-06-26,680,Jacket,Parka,XS,green,119,75,"A green coloured, XS sized, Parka Jacket",Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,Active,Adults,2021-06
2354,477,95,118,2,236,97,37504,2021-06-20,2021-06-26,95,Shirt,Flannel,XS,indigo,96,46,"A indigo coloured, XS sized, Flannel Shirt",Dean McLarty,Female,39,6303 Nate BoulevardSuite 368,2815,North Ellabury,Northern Territory,Australia,Active,Adults,2021-06
2355,478,74,118,2,236,452,17279,2021-10-15,2021-10-23,74,Shirt,Flannel,XL,red,96,72,"A red coloured, XL sized, Flannel Shirt",Toddie Snow,Genderqueer,27,19 Young IslandSuite 543,3680,Scottview,New South Wales,Australia,Active,Adults,2021-10
